order,filename,local_path,image_url,product_name,current_price,old_price,rating,review_count,product_url,category_name
045,045_kit-piscine-graphite-4-78-x-1-24-m-intex.jpg,,https://www.cdiscount.com/pdt2/6/8/1/1/400x400/int6941057421681/rw/kit-piscine-graphite-4-78-x-1-24-m-intex.jpg,"Kit Piscine Graphite 4,78 x 1,24 m - Intex","944,00 €",,3.8,4,https://www.cdiscount.com/jardin/piscine/kit-piscine-graphite-4-78-x-1-24-m-intex/f-1631801-int6941057421681.html#mpos=45|cd,piscine et spa
046,046_robot-piscine-sans-fil-aiper-scuba-s1.jpg,,https://www.cdiscount.com/pdt2/6/5/0/1/400x400/auc1739480671650/rw/robot-piscine-sans-fil-aiper-scuba-s1.jpg,Robot piscine sans fil Aiper Scuba S1,"549,00 €",,4,5,https://www.cdiscount.com/jardin/piscine/robot-piscine-sans-fil-aiper-scuba-s1/f-163180201-auc1739480671650.html#mpos=46|mp,piscine et spa
047,047_spa-gonflable-bestway-lay-z-spa-aruba-170-x-66-cm-2-3-places.jpg,,https://www.cdiscount.com/pdt2/0/4/1/1/400x400/bes6941607305041/rw/spa-gonflable-bestway-lay-z-spa-aruba-170-x-66.jpg,"Spa gonflable BESTWAY - Lay-Z-Spa Aruba - 170 x 66 cm - 2 à 3 places - Rond (Inclus : couverture, cartouche et diffuseur)","279,65 €","329,00 €",4.6,15,https://www.cdiscount.com/jardin/spa/spa-gonflable-bestway-lay-z-spa-aruba-170-x-66/f-1633001-bes6941607305041.html#mpos=47|mp,piscine et spa
048,048_tomodachi-life-une-vie-de-r-ve-jeu-nintendo-switch.jpg,,https://www.cdiscount.com/pdt2/c/h/i/1/400x400/ninns1tomodachi/rw/tomodachi-life-une-vie-de-reve-jeu-nintendo-sw.jpg,Tomodachi Life: Une Vie de Rêve • Jeu Nintendo Switch,"49,99 €",,5,,https://www.cdiscount.com/jeux-pc-video-console/nintendo-switch/tomodachi-life-une-vie-de-reve-jeu-nintendo-sw/f-10328-ninns1tomodachi.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
049,049_apple-iphone-14-128gb-midnight-reconditionn-excellent-tat.jpg,,https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0038253exe/rw/apple-iphone-14-128gb-midnight-reconditionne-e.jpg,APPLE iPhone 14 128GB Midnight - Reconditionné - Excellent état,"270,00 €","309,99 €",4.0,,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-128gb-midnight-reconditionne-e/f-14404-rcdapp0038253exe.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
050,050_friteuse-sans-huile-ninja-foodi-af200eu-capacit-7-6l-double-.jpg,,https://www.cdiscount.com/pdt2/7/0/8/1/400x400/aaapp19708/rw/friteuse-sans-huile-ninja-foodi-af200eu-capaci.jpg,"Friteuse sans huile NINJA - Foodi AF200EU - Capacité 7,6L - Double cuve - 4 programmes de cuisson - 2400W","109,99 €","179,99 €",4.8,,https://www.cdiscount.com/electromenager/petits-appareils-de-cuisson/friteuse-sans-huile-ninja-foodi-af200eu-capaci/f-1102002-aaapp19708.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
051,051_tefal-ingenio-emotion-batterie-de-cuisine-13-pi-ces-acier-in.jpg,,https://www.cdiscount.com/pdt2/s/0/4/1/400x400/tefl897ds04/rw/tefal-ingenio-emotion-batterie-de-cuisine-13-piece.jpg,"Tefal Ingenio Emotion Batterie de cuisine 13 pièces, Acier inoxydable, Empilable, Garantie 5 ans, Revêtement antiadhésif L897DS04","89,99 €","179,99 €",4.6,,https://www.cdiscount.com/maison/cuisson/tefal-ingenio-emotion-batterie-de-cuisine-13-piece/f-1178901-tefl897ds04.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
052,052_trottinette-lectrique-ausom-l1-moteur-pic-1100w-batterie-15-.jpg,,https://www.cdiscount.com/pdt2/6/4/4/1/400x400/aaarv12644/rw/trottinette-electrique-ausom-l1-moteur-a-pic-110.jpg,"Trottinette Électrique Ausom L1 - Moteur à Pic 1100W - Batterie 15.6Ah - Pneus Tubeless10"" - Suspension à Bras Oscillant-70km Portée","389,00 €","649,00 €",4.6,,https://www.cdiscount.com/le-sport/mobilite-urbaine/trottinette-electrique-ausom-l1-moteur-a-pic-110/f-1214801-aaarv12644.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
053,053_tondeuse-thermique-autotract-e-ms132-42-42cm-131-cc-scheppac.jpg,,https://www.cdiscount.com/pdt2/9/2/0/1/400x400/sch4046664081920/rw/tondeuse-thermique-autotractee-ms132-42-42cm.jpg,Tondeuse thermique autotractée MS132-42 - 42cm - 131 CC - SCHEPPACH,"169,99 €","229,99 €",4.4,,https://www.cdiscount.com/jardin/outillage-de-jardin/tondeuse-thermique-autotractee-ms132-42-42cm/f-1632601-sch4046664081920.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
054,054_vactechpro-aspirateur-balai-sans-fil-35kpa-aspirateur-sans-f.jpg,,https://www.cdiscount.com/pdt2/6/5/8/1/400x400/aaapo22658/rw/vactechpro-aspirateur-balai-sans-fil-35kpa-aspirat.jpg,"VACTechPro Aspirateur Balai sans Fil,35kPa Aspirateur sans Fil, 6-en-1, 35 Minutes d'Autonomie avec Batterie Amovible","69,99 €","129,00 €",4.7,,https://www.cdiscount.com/electromenager/aspirateurs-nettoyeurs/vactechpro-aspirateur-balai-sans-fil-35kpa-aspirat/f-1101410-aaapo22658.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
055,055_tapis-de-course-raoo-min-sd-380cm-pliable-vitesse-1-12-km-h-.jpg,,https://www.cdiscount.com/pdt2/7/5/2/1/400x400/aabvs78752/rw/raoo-min-tapis-de-course-pliable-1-12km-h-moteur.jpg,Tapis de Course - RAOO MIN - SD-380CM - Pliable - Vitesse 1-12 km/h - Inclinaison 9%,"119,99 €","239,99 €",4.5,,https://www.cdiscount.com/le-sport/fitness-musculation-yoga/raoo-min-tapis-de-course-pliable-1-12km-h-moteur/f-1210411-aabvs78752.html#cm_rr=PL:10402302:NH:CAR,piscine et spa
